|      | game_id                                                             |   num_videos |
|  171 | captain-commando                                                    |           37 |
|  172 | captain-novolin                                                     |           10 |
|  173 | captain-tsubasa-iii-koutei-no-chousen                               |          532 |
|  174 | captain-tsubasa-iv-pro-no-rival-tachi                               |            5 |
|  175 | captain-tsubasa-j-the-way-to-world-youth                            |           47 |
|  176 | captain-tsubasa-v-hasha-no-shougou-champion                         |           15 |
|  177 | caravan-shooting-collection                                         |           11 |
|  178 | carrier-aces                                                        |           21 |
|  179 | casper                                                              |           37 |
|  180 | casper-1997                                                         |           38 |
|  181 | castlevania-dracula-x-[castlevania-vampires-kiss]                   |           76 |
|  182 | cb-chara-wars-ushinawareta-gag                                      |          575 |
|  183 | champions-world-class-soccer                                        |           17 |
|  184 | championship-pool                                                   |            9 |
|  185 | championship-soccer-94                                              |           18 |
|  186 | chaos-seed-feng-shui-kairouki                                       |            6 |
|  187 | cheap-de-gorgeous                                                   |            6 |
|  188 | chester-cheetah-too-cool-to-fool                                    |           10 |
|  189 | chester-cheetah-wild-wild-quest                                     |           28 |
|  190 | chinhai                                                             |           29 |
|  191 | choplifter-iii-rescue-survive                                       |          123 |
|  192 | chou-aniki-bakuretsu-rantou-hen                                     |           30 |
|  193 | chou-genjin-2                                                       |           39 |
|  194 | chou-mahou-tairiku-wozz                                             |            2 |
|  195 | choujikuu-yousai-macross-scrambled-valkyrie                         |           60 |
|  196 | christmas-craze                                                     |            2 |
|  197 | christmas-demo                                                      |           35 |
|  198 | chrono-trigger                                                      |           21 |
|  199 | chrono-trigger-1995                                                 |           19 |
|  200 | chuck-rock                                                          |           24 |
|  201 | classic-road                                                        |            7 |
|  202 | classic-road-ii                                                     |            3 |
|  203 | clay-fighter                                                        |           15 |
|  204 | cliffhanger                                                         |           52 |
|  205 | clockworks                                                          |            8 |
|  206 | clue                                                                |           50 |
|  207 | college-slam                                                        |           10 |
|  208 | columns                                                             |           19 |
|  209 | combatribes-the                                                     |           44 |
|  210 | computer-nouryoku-kaiseki-ultra-baken                               |           11 |
|  211 | congo-the-movie-the-secret-of-zinj                                  |            4 |
|  212 | congos-caper                                                        |           45 |
|  213 | contra-iii-the-alien-wars                                           |           25 |
|  214 | cool-spot                                                           |           46 |
|  215 | cool-world                                                          |           17 |
|  216 | corn-buster                                                         |            6 |
|  217 | coron-land                                                          |           21 |
|  218 | cosmo-gang-the-puzzle                                               |            6 |
|  219 | cosmo-gang-the-video                                                |           29 |
|  220 | cosmo-police-galivan-ii-arrow-of-justice                            |           30 |
|  221 | crayon-shin-chan-2-daimaou-no-gyakushuu                             |            2 |
|  222 | crayon-shin-chan-arashi-wo-yobu-enji                                |           13 |
|  223 | crayon-shin-chan-nagagutsu-dobon                                    |           18 |
|  224 | crystal-beans-from-dungeon-explorer                                 |           25 |
|  225 | cu-on-pa-sfc                                                        |            7 |
|  226 | cyber-knight-ii-chikyuu-teikoku-no-yabou                            |            1 |
|  227 | cybernator                                                          |          102 |
|  228 | cyborg-009                                                          |           52 |
|  229 | d-force                                                             |          122 |
|  230 | daffy-duck-the-marvin-missions                                      |           26 |
|  231 | daibakushou-jinsei-gekijou                                          |            9 |
|  232 | daikaijuu-monogatari                                                |            2 |
|  233 | daisenryaku-expert                                                  |            3 |
|  234 | daisenryaku-expert-wwii-war-in-europe                               |            3 |
|  235 | darius-twin                                                         |           44 |
|  236 | dark-half                                                           |          392 |
|  237 | dark-kingdom                                                        |           19 |
|  238 | dark-law-meaning-of-death                                           |            3 |
|  239 | date-kimiko-no-virtual-tennis                                       |            4 |
|  240 | david-cranes-amazing-tennis                                         |           19 |
|  241 | daze-before-christmas                                               |           34 |
|  242 | deae-tonosama-appare-ichiban                                        |           76 |
