|      | game_id                                                             |   num_videos |
|  312 | dream-basketball-dunk-hoop                                          |           19 |
|  313 | dream-tv                                                            |           25 |
|  314 | drift-king-shutokou-battle-2                                        |            6 |
|  315 | dual-orb-ii                                                         |          157 |
|  316 | dual-orb-seireiju-densetsu                                          |          110 |
|  317 | dun-quest-majin-fuuin-no-densetsu                                   |            8 |
|  318 | dungeon-master                                                      |            7 |
|  319 | dynamitracer                                                        |            5 |
|  320 | earth-defense-force                                                 |           55 |
|  321 | earth-light                                                         |          156 |
|  322 | earth-light-luna-strike                                             |            6 |
|  323 | earthworm-jim                                                       |           25 |
|  324 | earthworm-jim-2                                                     |          113 |
|  325 | edo-no-kiba                                                         |           42 |
|  326 | eek-the-cat                                                         |            4 |
|  327 | eien-no-filena                                                      |          117 |
|  328 | elfaria-a-fantastic-theater                                         |           10 |
|  329 | elfaria-ii-the-quest-of-the-meld                                    |          102 |
|  330 | elite-soccer                                                        |            6 |
|  331 | emerald-dragon                                                      |            7 |
|  332 | emmitt-smith-football                                               |           21 |
|  333 | energy-breaker                                                      |           21 |
|  334 | equinox                                                             |          345 |
|  335 | esparks-ijikuu-kara-no-raihousha                                    |            3 |
|  336 | espn-baseball-tonight                                               |            3 |
|  337 | espn-national-hockey-night                                          |            8 |
|  338 | espn-speed-world                                                    |            3 |
|  339 | espn-sunday-night-nfl                                               |          156 |
|  340 | eurit                                                               |            8 |
|  341 | evo-search-for-eden                                                 |          306 |
|  342 | excitebike-bun-bun-mario-battle-stadium                             |            5 |
|  343 | extra-innings                                                       |           21 |
|  344 | f-1-grand-prix                                                      |           88 |
|  345 | f-1-grand-prix-part-ii                                              |           23 |
|  346 | f-1-grand-prix-part-iii                                             |           32 |
|  347 | f-1-roc-ii-race-of-champions                                        |           11 |
|  348 | f-1-roc-race-of-champions                                           |           60 |
|  349 | f-zero                                                              |          110 |
|  350 | f1-pole-position                                                    |           44 |
|  351 | f1-pole-position-2                                                  |           33 |
|  352 | f1-world-championship-edition                                       |            5 |
|  353 | faceball-2000                                                       |          301 |
|  354 | famicom-tantei-club-2-ushiro-ni-tatsu-shoujo                        |            2 |
|  355 | family-dog                                                          |           20 |
|  356 | family-feud                                                         |           32 |
|  357 | farland-story                                                       |            5 |
|  358 | farland-story-2                                                     |            6 |
|  359 | fatal-fury                                                          |           24 |
|  360 | fatal-fury-2                                                        |           37 |
|  361 | fatal-fury-special                                                  |           40 |
|  362 | fifa-soccer-96                                                      |            4 |
|  363 | fifa-soccer-97                                                      |           16 |
|  364 | fifa-soccer-97-1996                                                 |           63 |
|  365 | fighters-history                                                    |           27 |
|  366 | fighters-history-mizoguchi-kiki-ippatsu                             |           36 |
|  367 | final-fantasy-iv                                                    |           31 |
|  368 | final-fantasy-mystic-quest-[mystic-quest-legend]                    |           31 |
|  369 | final-fantasy-v                                                     |           55 |
|  370 | final-fantasy-vi                                                    |           58 |
|  371 | final-fight                                                         |           57 |
|  372 | final-fight-2                                                       |           38 |
|  373 | final-stretch                                                       |            4 |
|  374 | finalset                                                            |            2 |
|  375 | fire-emblem-monshou-no-nazo                                         |           64 |
|  376 | fire-emblem-seisen-no-keifu                                         |          175 |
|  377 | fire-emblem-thracia-776                                             |          121 |
|  378 | fire-pro-joshi-all-star-dream-slam                                  |           34 |
|  379 | firearm                                                             |           27 |
|  380 | firemen-the                                                         |           63 |
|  381 | firepower-2000                                                      |           57 |
|  382 | firestriker                                                         |           64 |
|  383 | fireteam-rogue                                                      |           15 |
|  384 | first-queen-ornic-senki                                             |            6 |
|  385 | first-samurai                                                       |           37 |
|  386 | flashback-the-quest-for-identity                                    |            5 |
|  387 | flintstones-the                                                     |           28 |
|  388 | flintstones-the-treasure-of-sierra-madrock                          |           77 |
|  389 | flying-hero-bugyuruu-no-daibouken                                   |           60 |
|  390 | football-fury                                                       |           18 |
|  391 | foreman-for-real                                                    |           26 |
|  392 | frantic-flea                                                        |           64 |
|  393 | frognes                                                             |            1 |
|  394 | front-mission                                                       |           30 |
|  395 | front-mission-gun-hazard                                            |          358 |
|  396 | full-throttle-all-american-racing                                   |            9 |
|  397 | fun-n-games                                                         |           22 |
|  398 | fushigi-no-dungeon-torneko-no-daibouken                             |           52 |
|  399 | gakkou-de-atta-kowai-hanashi                                        |           30 |
|  400 | galaxy-wars                                                         |           11 |
|  401 | gamars-copier                                                       |            3 |
|  402 | gamble-hourouki                                                     |            9 |
|  403 | gambler-jiko-chuushinha-2-dorapon-quest                             |            8 |
|  404 | game-no-tetsujin-the-shanghai                                       |            6 |
|  405 | gamera-gyaos-gekimetsu-sakusen                                      |           15 |
|  406 | gan-gan-ganchan                                                     |           17 |
|  407 | ganbare-daiku-no-gen-san                                            |           28 |
|  408 | ganbare-goemon-2-kiteretsu-shougun-magginesu                        |          130 |
|  409 | ganbare-goemon-3-shishi-juurokubee-no-karakuri-manjigatame          |          244 |
|  410 | ganbare-goemon-4-kirakira-douchuu-boku-ga-dancer-ni-natta-riyuu     |          173 |
|  411 | ganso-pachinko-ou                                                   |            5 |
|  412 | garry-kitchens-super-battletank-war-in-the-gulf                     |            7 |
|  413 | gd-leen                                                             |            3 |
|  414 | gegege-no-kitaro-fukkatsu-tenma-daiou                               |           44 |
|  415 | gekisou-sentai-car-rangers-zenkai-racer-senshi                      |           11 |
|  416 | gekitotsu-dangan-jidousha-kessen-battle-mobile                      |           49 |
|  417 | gekitou-burning-prowrestling                                        |           14 |
|  418 | gemfire                                                             |          736 |
|  419 | genghis-khan-ii-clan-of-the-grey-wolf                               |          125 |
|  420 | genjuu-ryodan                                                       |            4 |
|  421 | genocide-2                                                          |           66 |
|  422 | george-foremans-ko-boxing                                           |           16 |
|  423 | get-in-the-hole                                                     |           35 |
|  424 | getsumen-no-anubis                                                  |           70 |
|  425 | ghost-chaser-densei                                                 |           79 |
|  426 | ghost-sweeper-mikami-joreishi-wa-nice-body                          |           42 |
|  427 | ghoul-patrol                                                        |           60 |
|  428 | ginga-eiyuu-densetsu                                                |            3 |
|  429 | ginga-sengoku-gunyuuden-rai                                         |            2 |
|  430 | gionbana                                                            |            5 |
|  431 | go-go-ackman                                                        |           19 |
|  432 | go-go-ackman-2                                                      |           19 |
|  433 | go-go-ackman-3                                                      |           18 |
|  434 | go-go-dodge-league                                                  |            8 |
|  435 | god-mezameyo-to-yobu-koe-ha-kikoe                                   |            4 |
|  436 | gods                                                                |           31 |
|  437 | godzilla-kaijuu-daikessen                                           |           29 |
|  438 | gokinjo-bouken-tai                                                  |          130 |
|  439 | gokujou-parodius                                                    |           54 |
|  440 | golf-daisuki-ob-club                                                |           11 |
|  441 | gon                                                                 |            7 |
|  442 | goods-press-gatsu-gou-3                                             |           52 |
|  443 | goods-press-gatsu-gou-7                                             |           18 |
|  444 | goof-troop                                                          |           62 |
|  445 | gourmet-sentai-bara-yarou                                           |           57 |
|  446 | gp-1                                                                |           43 |
|  447 | gp-1-part-ii                                                        |          201 |
|  448 | gradius-iii                                                         |          158 |
|  449 | granhistoria-genshi-sekaiki                                         |            3 |
|  450 | great-battle-gaiden-2-the-matsuri-da-wasshoi                        |          141 |
|  451 | great-battle-ii-the-last-fighter-twin                               |          106 |
|  452 | great-battle-iii-the                                                |           92 |
|  453 | great-battle-iv-the                                                 |          102 |
